CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4886-45356,Female,1,No,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),53.72,875.88,Yes
9622-57826,Male,1,No,No,19,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,95.66,1833.71,Yes
6135-93948,Female,0,No,No,50,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,109.09,5446.27,No
1882-20978,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.65,6205.7,No
5375-58469,Female,1,No,No,52,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,21.77,1139.32,No
4541-40374,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,31.64,1073.35,Yes
9635-85282,Female,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.74,5999.82,No
7419-17049,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),99.82,6691.58,No
4027-79535,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,39.39,922.39,Yes
8953-72531,Male,1,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,58.68,3814.85,No
4670-65070,Male,1,Yes,Yes,61,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,25.15,1505.69,No
1612-37582,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,51.21,2065.0,Yes
9350-95288,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,60.52,4062.07,No
2944-74663,Male,1,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,28.07,352.72,Yes
2151-93223,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),89.22,5463.62,Yes
8739-23178,Male,0,Yes,No,53,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.7,2666.73,No
6059-48125,Female,0,Yes,No,40,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),82.82,3260.0,No
3217-20952,Male,1,No,No,63,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,30.76,1872.54,No
8882-20420,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.6,2032.39,No
2562-88018,Female,0,No,Yes,62,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.12,2269.04,No
8158-86336,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.79,862.42,No
6452-82335,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.94,129.63,Yes
7190-84186,Female,0,Yes,No,4,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,101.62,396.01,No
1822-65917,Female,1,Yes,No,30,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,34.84,1056.66,Yes
9216-14552,Female,0,No,Yes,43,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,101.03,4391.38,No
8345-43447,Female,1,Yes,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),67.75,2762.6,No
6649-80551,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,83.41,2013.43,No
3576-78238,Female,1,No,Yes,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,74.72,5160.2,No
4351-86927,Male,1,No,No,63,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.4,5122.12,No
9936-25814,Male,0,No,No,40,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,101.6,4082.31,Yes
2554-48058,Male,1,Yes,No,41,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.59,1865.69,No
3091-38336,Female,1,No,No,68,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,70.59,4581.07,No
7397-88651,Male,0,No,No,40,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,65.31,2541.65,No
5757-10881,Female,0,No,No,20,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.01,1795.94,No
8406-35427,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,105.21,5507.69,No
4056-89582,Male,0,No,No,52,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.45,3777.15,No
5891-27776,Female,0,Yes,No,54,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.32,3646.42,No
5954-15404,Male,0,Yes,Yes,2,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.81,104.81,No
8342-31937,Male,1,No,Yes,26,No,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),44.98,1144.72,Yes
8563-67974,Female,0,Yes,No,46,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),79.23,3463.37,No
8546-69866,Male,1,No,Yes,55,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.89,2517.35,Yes
9094-18989,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),115.36,5749.62,No
6765-13662,Female,1,Yes,Yes,1,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),50.19,48.81,Yes
7709-99110,Male,1,Yes,Yes,15,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,39.16,563.34,Yes
2725-56823,Female,0,No,Yes,49,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,66.05,3395.49,Yes
2876-38730,Female,0,No,No,12,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),84.33,992.98,No
5567-51732,Female,0,Yes,No,61,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,108.87,6491.92,No
8969-61091,Female,1,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),50.93,2455.87,No
7072-25893,Male,1,Yes,No,33,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,46.57,1545.57,No
7004-64118,Female,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Electronic check,90.48,1349.69,No
5696-44017,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,38.93,2430.02,No
7026-37060,Male,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),67.4,2826.5,No
4297-65987,Male,1,Yes,No,1,Yes,No phone service,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,76.47,77.63,No
3158-37100,Male,0,Yes,No,43,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.47,2821.87,No
2351-83173,Female,1,No,No,46,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.05,4383.52,Yes
6044-72452,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,112.19,2757.23,No
2160-17914,Female,0,No,Yes,64,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,71.9,4545.83,No
7903-45862,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),98.62,2301.7,No
4645-35031,Male,1,No,No,54,Yes,No,No,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),94.32,5187.64,No
3814-34393,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),25.18,867.57,No
3396-81022,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.16,1955.32,No
5019-88146,Female,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),53.37,1830.93,Yes
9669-14550,Male,0,No,No,64,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),30.66,2008.49,No
8454-36104,Female,0,Yes,Yes,17,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.89,1556.7,Yes
2973-44843,Male,1,No,Yes,3,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,75.11,230.4,No
4967-94557,Female,0,No,No,45,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,27.84,1257.26,No
8772-63996,Male,0,No,No,11,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),110.27,1253.36,Yes
6542-41995,Female,1,No,Yes,71,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,25.64,1856.52,No
1864-45199,Male,1,No,No,56,No,No,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.31,3513.26,No
1431-65667,Female,0,Yes,No,19,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.37,1037.02,No
3338-25972,Male,0,No,No,63,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),34.37,2251.44,No
9043-74980,Male,0,No,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,64.72,4193.31,No
1426-35263,Male,1,Yes,No,60,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,69.79,4104.94,No
2593-96431,Female,1,Yes,No,36,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.18,757.39,No
6680-78551,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,35.22,70.52,Yes
4922-22998,Male,1,No,No,41,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,57.37,2251.53,No
3362-76285,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),95.8,5369.24,No
9391-55979,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),38.39,1946.89,No
9327-48218,Female,1,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,51.9,2841.47,No
1255-17952,Female,1,No,Yes,37,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),54.08,2073.25,No
2398-22437,Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,19.78,1100.12,No
8955-41816,Female,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.6,1199.0,Yes
6800-69823,Male,0,No,No,46,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,89.41,3966.88,No
6275-26586,Male,1,Yes,No,45,Yes,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,117.92,5478.7,No
1839-57520,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,79.12,3551.66,No
8996-36090,Female,1,No,No,64,Yes,No,DSL,No internet service,No,Yes,No,No,No,One year,No,Electronic check,71.62,4376.53,No
9666-63444,Female,0,Yes,No,52,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,98.87,5378.38,No
7475-73150,Female,1,No,No,49,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,44.81,2200.6,No
1893-49708,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,60.82,3125.79,No
7296-95277,Female,1,Yes,No,54,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,107.1,5907.17,No
4358-13547,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,109.76,992.83,Yes
1925-54711,Female,1,No,No,61,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,69.43,4089.57,No
3173-95208,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.2,4970.27,No
4312-22473,Male,0,Yes,Yes,59,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.21,4520.98,No
6359-10931,Male,1,No,Yes,4,Yes,No phone service,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,89.46,363.8,Yes
1525-21345,Male,0,No,No,3,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,86.01,No
5774-58072,Female,0,Yes,Yes,23,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),22.24,511.03,No
2884-85793,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.57,3326.33,No
8665-30306,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,41.02,1182.95,No
4393-62646,Male,0,No,No,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,95.77,6631.14,No
9276-30889,Female,1,Yes,No,67,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,25.75,1698.68,No
7206-68889,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,104.93,6098.97,No
2131-73709,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),75.25,1873.07,No
3612-94843,Male,1,Yes,No,17,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.38,1173.1,Yes
3714-81390,Female,1,Yes,No,44,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,109.53,4636.83,No
1052-87022,Male,1,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,62.16,1864.65,No
3571-74921,Male,1,No,Yes,66,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Mailed check,76.3,4951.08,No
1082-11771,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,19.83,820.73,No
7091-82334,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.31,279.51,No
3775-61176,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,55.16,839.38,No
4608-66799,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),46.33,3266.96,No
9620-36392,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.0,997.83,No
9940-32770,Female,1,No,Yes,9,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),61.92,536.29,No
9484-28091,Female,1,Yes,No,10,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,102.27,1044.34,No
1489-85016,Male,1,No,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,76.5,4678.28,No
4873-27187,Male,1,No,Yes,30,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,26.2,769.05,No
9184-51386,Male,1,Yes,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,115.54,7178.64,Yes
6829-65157,Male,1,No,No,48,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),26.49,1276.24,Yes
2352-57855,Male,0,No,No,33,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,43.31,1429.04,Yes
1489-17849,Female,1,Yes,No,71,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,93.76,6841.63,No
3412-36377,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.69,7180.56,No
4882-21453,Male,0,Yes,No,9,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,34.25,297.11,No
9034-21270,Female,1,Yes,Yes,32,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,110.7,3414.59,No
7062-72044,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.42,977.21,Yes
4757-93175,Male,1,Yes,No,63,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,56.81,3712.53,No
6084-64998,Female,1,No,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),39.75,247.59,No
2773-32893,Male,1,No,Yes,6,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,22.0,137.77,No
2999-88077,Female,0,No,No,68,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.44,5668.57,No
4636-43429,Female,0,No,No,56,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.66,4540.91,No
4604-18633,Female,0,Yes,Yes,63,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),93.82,5620.42,No
2729-98781,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,117.04,1043.36,Yes
9738-27243,Female,0,Yes,No,42,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,64.45,2754.48,No
6696-89219,Male,0,Yes,No,15,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.11,564.38,No
6834-59913,Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.67,2760.74,No
6503-88644,Male,1,Yes,Yes,62,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),107.35,6533.81,No
4199-64200,Female,1,No,Yes,21,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),110.78,2246.77,No
6933-77308,Male,1,Yes,No,51,Yes,No phone service,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),81.75,4034.88,Yes
8441-91120,Male,1,Yes,No,43,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,99.42,4358.08,No
1519-11499,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),82.34,5152.15,No
5368-26302,Male,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,63.21,785.45,No
7200-34851,Male,1,No,No,5,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,41.5,207.56,No
9146-93817,Male,1,Yes,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),49.98,2651.0,Yes
7860-58287,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,65.39,4314.53,No
7592-12450,Male,1,No,No,55,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,65.96,3749.07,No
6180-27186,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.42,453.24,Yes
2162-73164,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,108.91,2081.06,Yes
9465-36627,Female,0,No,No,32,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),51.89,1669.64,No
3746-89499,Male,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.35,1451.35,Yes
3948-10270,Male,0,No,Yes,7,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.85,657.2,Yes
5525-28754,Female,0,No,Yes,25,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.34,2442.34,No
4481-65425,Female,1,Yes,No,27,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,39.25,1042.32,No
4785-34081,Female,1,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),34.89,1757.33,No
2617-75282,Female,0,No,Yes,40,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,55.74,2151.98,No
1864-13738,Male,1,No,Yes,62,No,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,41.85,2633.36,No
4337-44334,Male,0,Yes,No,58,No,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),53.87,3224.39,No
9403-40934,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),64.28,3373.5,No
2550-83098,Male,1,Yes,No,38,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,115.89,4487.53,No
4888-62962,Male,1,No,No,42,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.25,3432.37,No
3421-71294,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.3,848.35,No
1114-63211,Male,0,No,No,67,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,One year,Yes,Electronic check,73.21,4705.99,No
9569-97621,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,56.26,3472.33,No
6386-87517,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,41.56,814.36,No
9227-81843,Male,0,No,No,69,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,83.45,6012.09,No
2733-25313,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),46.8,2889.03,No
8080-90643,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.3,2091.82,Yes
8389-88050,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),75.81,1224.83,Yes
9681-16558,Female,1,No,No,8,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,103.1,861.25,No
7857-80168,Female,1,No,No,48,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),22.86,1045.27,No
4267-75326,Female,0,No,Yes,65,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,32.34,2063.67,No
2302-45596,Male,0,No,No,35,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,48.07,1635.93,No
7663-20893,Female,0,No,No,10,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.99,1062.11,No
7544-20182,Male,0,No,No,11,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.99,925.19,Yes
