Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),81.36,159.28,No
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),36.05,1777.23,No
Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),90.93,5583.3,No
Male,1,Yes,No,49,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,21.98,1064.57,No
Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,91.17,4772.77,No
Female,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.58,1069.47,No
Male,1,No,No,53,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,111.28,5625.49,No
Female,1,Yes,No,7,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),52.73,376.66,No
Male,0,No,No,44,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.08,4500.65,No
Female,0,No,Yes,55,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),105.5,5686.77,No
Male,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),46.76,1262.77,No
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.82,3530.49,No
Male,1,No,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Electronic check,62.86,573.77,No
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,82.87,167.68,Yes
Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,43.6,2338.51,No
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,37.86,926.19,No
Female,1,Yes,No,56,No,Yes,No,No internet service,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),64.57,3486.47,No
Male,1,No,No,15,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),113.77,1755.22,No
Male,1,No,Yes,15,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,60.86,953.77,Yes
Male,0,Yes,No,19,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),67.18,1301.11,Yes
Female,1,Yes,No,22,Yes,No phone service,No,No internet service,Yes,No,No,No,No internet service,One year,No,Mailed check,36.08,788.32,No
Female,0,Yes,No,9,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),23.26,209.24,No
Female,1,Yes,No,11,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),67.13,740.62,No
Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),65.67,330.75,Yes
Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.89,3244.99,No
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,37.29,1371.54,Yes
Female,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.09,6826.55,Yes
Male,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Electronic check,89.28,4075.75,No
Male,1,Yes,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,113.68,5525.97,No
Female,1,Yes,No,46,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),75.9,3574.56,No
Male,1,No,No,19,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.48,982.01,Yes
Female,1,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),61.54,3301.77,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,107.08,4672.11,No
Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),29.19,1189.45,No
Female,0,Yes,No,3,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,80.7,247.42,No
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,47.86,641.26,No
Female,1,No,No,22,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),45.17,969.72,No
Male,1,No,No,17,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),25.85,422.97,Yes
Female,1,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.93,1716.45,No
Male,0,Yes,No,38,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),104.98,3858.39,No
Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.85,2873.35,No
Female,1,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),117.66,3503.46,No
Female,1,No,No,65,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,92.03,6275.98,No
Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,77.55,2434.82,No
Female,0,Yes,No,2,No,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.16,214.56,No
Male,1,No,No,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,52.61,1151.8,No
Female,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),58.42,2094.8,No
Male,1,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,83.56,5806.1,No
Female,0,No,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.52,837.62,Yes
Female,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),44.19,1683.63,No
Female,1,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),71.92,1761.94,No
Female,1,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,107.97,6403.86,No
Male,1,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),50.66,1686.34,Yes
Male,1,Yes,No,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.38,249.37,No
Male,1,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.35,5830.84,No
Male,1,No,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),43.69,2549.23,No
Female,1,Yes,No,21,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,24.99,526.59,No
Male,0,No,No,15,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,50.65,756.99,No
Male,1,Yes,No,42,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,103.69,4343.15,No
Male,0,Yes,No,41,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,45.83,1818.71,Yes
Male,1,No,No,60,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,113.93,6591.56,No
Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,115.54,8595.98,No
Female,1,No,Yes,64,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.96,5575.76,No
Female,0,No,No,53,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,81.1,4358.55,No
Male,0,Yes,No,62,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.46,3342.16,No
Male,0,Yes,No,20,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,36.71,724.51,Yes
Male,0,No,No,36,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,19.59,685.22,No
Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.74,5538.92,Yes
Male,1,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,80.27,332.75,Yes
Male,1,No,Yes,3,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),105.16,310.38,No
Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,90.75,5535.99,Yes
Female,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,21.27,287.1,No
Female,0,No,No,57,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,93.58,5280.1,No
Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,22.78,223.67,No
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,31.56,616.38,No
Female,0,No,No,10,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,30.57,302.98,No
Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),98.71,5932.57,No
Female,1,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.04,5559.05,No
Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.59,5003.39,No
Female,1,Yes,No,17,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,46.84,778.53,Yes
Female,1,No,Yes,33,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,53.66,1750.99,No
Male,0,No,No,13,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.4,893.31,No
Female,1,Yes,No,29,Yes,No,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),30.12,905.28,No
Female,0,Yes,No,47,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,98.47,4420.52,No
Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.64,1868.74,No
Male,1,Yes,Yes,4,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,117.33,492.04,No
Female,1,Yes,No,9,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,115.8,1050.75,No
Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,107.51,1881.62,Yes
Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,53.51,2649.16,No
Male,1,Yes,Yes,21,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.49,1127.39,Yes
Female,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Credit card (automatic),64.96,3871.06,No
Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,84.13,321.58,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),65.63,682.72,Yes
Female,1,No,Yes,29,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,97.67,2907.76,No
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,95.03,5389.11,No
Male,1,Yes,No,12,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),58.23,731.49,No
Male,1,No,No,17,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),116.77,2007.62,No
Female,1,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.72,784.8,No
Female,0,Yes,No,57,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,58.84,3397.77,No
Female,1,Yes,Yes,65,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),53.12,3383.35,No
Male,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,100.75,4146.25,No
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),35.2,1711.6,No
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.31,107.6,Yes
Female,1,No,Yes,12,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,41.86,521.11,Yes
Female,1,No,No,70,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),43.29,2963.25,No
Male,1,Yes,No,21,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),63.34,1363.53,No
Male,0,No,No,43,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.97,3373.98,No
Male,0,No,No,5,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,65.88,329.84,Yes
Male,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),116.52,221.86,No
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,70.08,2288.47,No
Male,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,32.26,992.87,No
Female,1,No,Yes,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,74.52,4376.24,No
Female,1,Yes,No,21,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.62,441.44,No
Male,1,No,No,32,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,76.31,2471.51,No
Female,1,Yes,Yes,67,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,61.42,4100.15,Yes
Female,0,No,No,24,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,63.39,1508.11,No
Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),20.97,641.26,Yes
Male,1,Yes,No,13,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,92.16,1204.52,No
Male,0,Yes,No,3,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.98,334.35,Yes
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,106.4,2138.92,No
Male,0,No,Yes,43,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,60.1,2642.86,No
Male,0,No,Yes,62,No,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),45.77,2854.04,No
Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,101.47,5320.17,No
Male,0,No,Yes,39,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),101.79,4057.9,No
Female,1,Yes,No,53,No,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,99.51,5070.84,No
Male,1,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.99,1879.38,Yes
Male,1,No,Yes,66,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.64,2871.44,No
Female,0,Yes,No,18,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.14,813.64,No
Female,1,Yes,No,3,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),57.33,170.91,No
Female,1,No,Yes,55,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,83.93,4828.49,No
Male,1,Yes,No,56,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,46.11,2574.1,No
Female,1,No,No,20,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,96.02,1833.41,Yes
Female,0,Yes,No,13,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,87.01,1106.64,No
Male,0,No,No,30,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,78.76,2398.74,No
Female,1,No,No,22,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),93.74,2118.9,Yes
Male,1,No,No,14,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),64.34,869.81,No
Male,0,No,Yes,18,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.62,719.07,No
Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,83.44,4219.68,No
Male,1,Yes,No,70,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.67,3332.87,No
Female,0,No,No,37,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),73.69,2763.22,No
Male,0,Yes,No,63,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,110.5,6756.31,No
Male,0,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,95.66,6055.72,No
Female,1,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.45,2133.06,No
Female,1,No,No,46,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,35.8,1694.15,No
Female,1,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,107.64,1579.89,No
Male,1,No,Yes,59,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),34.02,1909.11,Yes
Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.37,1958.51,No
Male,0,Yes,No,1,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,61.92,61.19,Yes
Male,0,Yes,No,41,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.78,3736.84,Yes
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.86,127.34,No
Female,1,Yes,No,57,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,61.07,3608.1,No
Female,1,No,No,20,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,81.03,1664.7,No
Female,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),98.69,4354.95,No
Female,1,Yes,Yes,63,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),54.19,3273.9,No
Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,55.88,1416.81,No
Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,65.19,2929.95,No
Male,1,Yes,No,61,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,114.55,6954.03,No
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),83.44,3651.03,Yes
Female,1,No,Yes,38,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.53,2944.21,No
Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,80.71,4035.55,Yes
Male,1,No,Yes,2,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,55.2,106.1,No
Female,1,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),71.84,2592.45,No
Female,0,Yes,No,5,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,30.92,149.17,No
Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),66.64,3373.15,No
Male,0,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.93,1130.31,No
Female,1,Yes,Yes,20,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),89.61,1828.82,Yes
Female,0,No,No,13,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),31.42,409.81,No
Male,1,No,No,6,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.64,154.2,No
Female,1,No,No,29,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.32,784.67,No
Male,1,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.76,3338.65,No
Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Mailed check,67.21,949.57,No
Male,1,Yes,Yes,59,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.26,5398.83,No
Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.05,2254.3,No
Female,1,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,No,Mailed check,21.39,538.56,No
Male,0,Yes,Yes,68,No,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.18,3914.88,No
Male,0,No,No,4,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,94.92,362.98,No
Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,73.79,3650.8,No
Female,1,No,Yes,22,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,112.01,2374.05,No
Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),116.88,7497.52,No
Male,0,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,78.1,2927.65,No
Male,1,Yes,No,17,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.68,1099.6,No
Male,0,No,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,38.69,2098.7,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Two year,No,Credit card (automatic),50.04,1241.5,No
Female,1,No,No,15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),113.15,1775.44,No
Male,1,No,No,56,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,55.39,3198.43,No
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.5,173.97,No
