concession_type,atc_code,drug_class,year,month,target,date,drug_id,lag_1,lag_12,rolling_mean_3,rolling_mean_6
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1995,11,692.0,1995-11-01,M04_ANTIGOUT PREPARATIONS,3893.88,449.0,2553.21,1939.8366666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1995,11,3567.52,1995-11-01,M04_ANTIGOUT PREPARATIONS,692.0,2300.96,1750.6266666666668,1963.8366666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1995,12,659.0,1995-12-01,M04_ANTIGOUT PREPARATIONS,3567.52,504.0,2717.7999999999997,2086.025
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1995,12,3633.36,1995-12-01,M04_ANTIGOUT PREPARATIONS,659.0,2150.19,1639.506666666667,2096.3583333333336
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,1,703.0,1996-01-01,M04_ANTIGOUT PREPARATIONS,3633.36,482.0,2619.9600000000005,2185.2933333333335
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,1,4259.09,1996-01-01,M04_ANTIGOUT PREPARATIONS,703.0,2233.57,1665.1200000000001,2191.46
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,2,636.0,1996-02-01,M04_ANTIGOUT PREPARATIONS,4259.09,548.0,2865.15,2252.3283333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,2,3422.34,1996-02-01,M04_ANTIGOUT PREPARATIONS,636.0,2834.39,1866.03,2242.9950000000003
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,3,595.0,1996-03-01,M04_ANTIGOUT PREPARATIONS,3422.34,597.0,2772.476666666667,2218.7983333333336
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,3,2740.93,1996-03-01,M04_ANTIGOUT PREPARATIONS,595.0,3099.75,1551.1133333333335,2208.1316666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,4,597.0,1996-04-01,M04_ANTIGOUT PREPARATIONS,2740.93,666.0,2252.7566666666667,2059.3933333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,4,2924.54,1996-04-01,M04_ANTIGOUT PREPARATIONS,597.0,3893.88,1310.9766666666667,2041.7266666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,5,516.0,1996-05-01,M04_ANTIGOUT PREPARATIONS,2924.54,692.0,2087.49,1819.301666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,5,2430.27,1996-05-01,M04_ANTIGOUT PREPARATIONS,516.0,3567.52,1345.8466666666666,1799.301666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,6,572.0,1996-06-01,M04_ANTIGOUT PREPARATIONS,2430.27,659.0,1956.9366666666665,1633.9566666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,6,2422.33,1996-06-01,M04_ANTIGOUT PREPARATIONS,572.0,3633.36,1172.7566666666667,1630.1233333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,7,439.0,1996-07-01,M04_ANTIGOUT PREPARATIONS,2422.33,703.0,1808.2,1577.0233333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,7,2187.84,1996-07-01,M04_ANTIGOUT PREPARATIONS,439.0,4259.09,1144.4433333333334,1550.6899999999998
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,8,164.0,1996-08-01,M04_ANTIGOUT PREPARATIONS,2187.84,636.0,1683.0566666666666,1427.9066666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,8,1981.78,1996-08-01,M04_ANTIGOUT PREPARATIONS,164.0,3422.34,930.2800000000001,1369.24
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,9,171.0,1996-09-01,M04_ANTIGOUT PREPARATIONS,1981.78,595.0,1444.54,1294.4916666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,9,2222.32,1996-09-01,M04_ANTIGOUT PREPARATIONS,171.0,2740.93,772.2599999999999,1227.6583333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,10,174.0,1996-10-01,M04_ANTIGOUT PREPARATIONS,2222.32,597.0,1458.3666666666668,1194.3233333333335
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,10,2284.37,1996-10-01,M04_ANTIGOUT PREPARATIONS,174.0,2924.54,855.7733333333334,1150.1566666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,11,209.0,1996-11-01,M04_ANTIGOUT PREPARATIONS,2284.37,516.0,1560.2300000000002,1166.2450000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,11,2723.38,1996-11-01,M04_ANTIGOUT PREPARATIONS,209.0,2430.27,889.1233333333333,1173.7450000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,12,179.0,1996-12-01,M04_ANTIGOUT PREPARATIONS,2723.38,572.0,1738.9166666666667,1297.345
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1996,12,2328.97,1996-12-01,M04_ANTIGOUT PREPARATIONS,179.0,2422.33,1037.1266666666668,1298.6783333333335
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,1,185.0,1997-01-01,M04_ANTIGOUT PREPARATIONS,2328.97,439.0,1743.7833333333335,1316.4533333333331
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,1,2430.08,1997-01-01,M04_ANTIGOUT PREPARATIONS,185.0,2187.84,897.6566666666666,1318.2866666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,2,143.0,1997-02-01,M04_ANTIGOUT PREPARATIONS,2430.08,164.0,1648.0166666666664,1342.5716666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,2,1875.61,1997-02-01,M04_ANTIGOUT PREPARATIONS,143.0,1981.78,919.36,1331.5716666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,3,143.0,1997-03-01,M04_ANTIGOUT PREPARATIONS,1875.61,171.0,1482.8966666666665,1190.2766666666664
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,3,1874.48,1997-03-01,M04_ANTIGOUT PREPARATIONS,143.0,2222.32,720.5366666666665,1184.2766666666664
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,4,142.0,1997-04-01,M04_ANTIGOUT PREPARATIONS,1874.48,174.0,1297.6966666666667,1108.5283333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,4,1852.24,1997-04-01,M04_ANTIGOUT PREPARATIONS,142.0,2284.37,719.8266666666667,1101.3616666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,5,130.0,1997-05-01,M04_ANTIGOUT PREPARATIONS,1852.24,209.0,1289.5733333333335,1005.055
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,5,1699.54,1997-05-01,M04_ANTIGOUT PREPARATIONS,130.0,2723.38,708.0799999999999,1002.8883333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,6,155.0,1997-06-01,M04_ANTIGOUT PREPARATIONS,1699.54,179.0,1227.26,973.5433333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,6,2011.9,1997-06-01,M04_ANTIGOUT PREPARATIONS,155.0,2328.97,661.5133333333333,975.5433333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,7,103.0,1997-07-01,M04_ANTIGOUT PREPARATIONS,2011.9,185.0,1288.8133333333333,998.4466666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,7,1351.36,1997-07-01,M04_ANTIGOUT PREPARATIONS,103.0,2430.08,756.6333333333333,991.9466666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,8,150.0,1997-08-01,M04_ANTIGOUT PREPARATIONS,1351.36,143.0,1155.42,908.4666666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,8,1957.35,1997-08-01,M04_ANTIGOUT PREPARATIONS,150.0,1875.61,534.7866666666666,911.8000000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,9,159.0,1997-09-01,M04_ANTIGOUT PREPARATIONS,1957.35,143.0,1152.9033333333334,954.7683333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,9,2143.64,1997-09-01,M04_ANTIGOUT PREPARATIONS,159.0,1874.48,755.4499999999999,955.4350000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,10,173.0,1997-10-01,M04_ANTIGOUT PREPARATIONS,2143.64,142.0,1419.9966666666667,977.3916666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,10,2298.67,1997-10-01,M04_ANTIGOUT PREPARATIONS,173.0,1852.24,825.2133333333333,989.0583333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,11,165.0,1997-11-01,M04_ANTIGOUT PREPARATIONS,2298.67,130.0,1538.4366666666665,1146.9433333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,11,2337.48,1997-11-01,M04_ANTIGOUT PREPARATIONS,165.0,1699.54,878.89,1149.4433333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,12,177.0,1997-12-01,M04_ANTIGOUT PREPARATIONS,2337.48,155.0,1600.3833333333332,1212.7983333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1997,12,2380.2,1997-12-01,M04_ANTIGOUT PREPARATIONS,177.0,2011.9,893.16,1215.7983333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,1,172.0,1998-01-01,M04_ANTIGOUT PREPARATIONS,2380.2,103.0,1631.5600000000002,1255.225
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,1,2314.2,1998-01-01,M04_ANTIGOUT PREPARATIONS,172.0,1351.36,909.7333333333332,1255.0583333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,2,159.0,1998-02-01,M04_ANTIGOUT PREPARATIONS,2314.2,150.0,1622.1333333333332,1257.6466666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,2,2086.19,1998-02-01,M04_ANTIGOUT PREPARATIONS,159.0,1957.35,881.7333333333332,1256.6466666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,3,145.0,1998-03-01,M04_ANTIGOUT PREPARATIONS,2086.19,159.0,1519.7966666666664,1214.765
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,3,1902.51,1998-03-01,M04_ANTIGOUT PREPARATIONS,145.0,2143.64,796.73,1209.4316666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,4,136.0,1998-04-01,M04_ANTIGOUT PREPARATIONS,1902.51,173.0,1377.8999999999999,1129.8166666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,4,1801.04,1998-04-01,M04_ANTIGOUT PREPARATIONS,136.0,2298.67,727.8366666666667,1123.8166666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,5,104.0,1998-05-01,M04_ANTIGOUT PREPARATIONS,1801.04,165.0,1279.8500000000001,1038.29
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,5,1393.26,1998-05-01,M04_ANTIGOUT PREPARATIONS,104.0,2337.48,680.3466666666667,1029.1233333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,6,123.0,1998-06-01,M04_ANTIGOUT PREPARATIONS,1393.26,177.0,1099.4333333333334,913.6350000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,6,1642.65,1998-06-01,M04_ANTIGOUT PREPARATIONS,123.0,2380.2,540.0866666666667,909.9683333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,7,109.0,1998-07-01,M04_ANTIGOUT PREPARATIONS,1642.65,172.0,1052.97,866.6583333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,7,1405.98,1998-07-01,M04_ANTIGOUT PREPARATIONS,109.0,2314.2,624.8833333333333,862.1583333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,8,133.0,1998-08-01,M04_ANTIGOUT PREPARATIONS,1405.98,159.0,1052.5433333333333,796.3149999999999
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,8,1714.9,1998-08-01,M04_ANTIGOUT PREPARATIONS,133.0,2086.19,549.3266666666667,801.1483333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,9,171.0,1998-09-01,M04_ANTIGOUT PREPARATIONS,1714.9,145.0,1084.6266666666668,854.7550000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,9,2149.06,1998-09-01,M04_ANTIGOUT PREPARATIONS,171.0,1902.51,672.9666666666667,862.7550000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,10,142.0,1998-10-01,M04_ANTIGOUT PREPARATIONS,2149.06,136.0,1344.9866666666667,947.1566666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,10,1906.78,1998-10-01,M04_ANTIGOUT PREPARATIONS,142.0,1801.04,820.6866666666666,952.6566666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,11,132.0,1998-11-01,M04_ANTIGOUT PREPARATIONS,1906.78,104.0,1399.28,1036.1233333333332
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,11,1755.16,1998-11-01,M04_ANTIGOUT PREPARATIONS,132.0,1393.26,726.9266666666666,1035.9566666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,12,144.0,1998-12-01,M04_ANTIGOUT PREPARATIONS,1755.16,123.0,1264.6466666666668,1042.6666666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1998,12,1988.48,1998-12-01,M04_ANTIGOUT PREPARATIONS,144.0,1642.65,677.0533333333334,1038.1666666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,1,128.0,1999-01-01,M04_ANTIGOUT PREPARATIONS,1988.48,109.0,1295.88,1011.4033333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,1,1728.5,1999-01-01,M04_ANTIGOUT PREPARATIONS,128.0,1405.98,753.4933333333333,1009.07
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,2,125.0,1999-02-01,M04_ANTIGOUT PREPARATIONS,1728.5,133.0,1281.66,979.3566666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,2,1633.64,1999-02-01,M04_ANTIGOUT PREPARATIONS,125.0,1714.9,660.5,978.19
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,3,124.0,1999-03-01,M04_ANTIGOUT PREPARATIONS,1633.64,171.0,1162.38,957.9366666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,3,1623.15,1999-03-01,M04_ANTIGOUT PREPARATIONS,124.0,2149.06,627.5466666666667,954.6033333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,4,106.0,1999-04-01,M04_ANTIGOUT PREPARATIONS,1623.15,142.0,1126.93,893.7150000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,4,1393.06,1999-04-01,M04_ANTIGOUT PREPARATIONS,106.0,1906.78,617.7166666666667,890.0483333333335
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,5,95.0,1999-05-01,M04_ANTIGOUT PREPARATIONS,1393.06,132.0,1040.7366666666667,834.1416666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,5,1251.43,1999-05-01,M04_ANTIGOUT PREPARATIONS,95.0,1755.16,531.3533333333334,829.1416666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,6,101.0,1999-06-01,M04_ANTIGOUT PREPARATIONS,1251.43,144.0,913.1633333333333,765.44
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,6,1326.26,1999-06-01,M04_ANTIGOUT PREPARATIONS,101.0,1988.48,482.4766666666667,761.6066666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,7,86.0,1999-07-01,M04_ANTIGOUT PREPARATIONS,1326.26,128.0,892.8966666666666,712.125
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,7,1102.7,1999-07-01,M04_ANTIGOUT PREPARATIONS,86.0,1728.5,504.42,708.7916666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,8,106.0,1999-08-01,M04_ANTIGOUT PREPARATIONS,1102.7,125.0,838.32,660.3983333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,8,1369.13,1999-08-01,M04_ANTIGOUT PREPARATIONS,106.0,1633.64,431.56666666666666,662.2316666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,9,132.0,1999-09-01,M04_ANTIGOUT PREPARATIONS,1369.13,124.0,859.2766666666666,681.8483333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,9,1713.83,1999-09-01,M04_ANTIGOUT PREPARATIONS,132.0,1623.15,535.71,687.015
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,10,130.0,1999-10-01,M04_ANTIGOUT PREPARATIONS,1713.83,106.0,1071.6533333333334,751.61
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,10,1688.89,1999-10-01,M04_ANTIGOUT PREPARATIONS,130.0,1393.06,658.61,758.9433333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,11,117.0,1999-11-01,M04_ANTIGOUT PREPARATIONS,1688.89,95.0,1177.5733333333335,856.6416666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,11,1517.58,1999-11-01,M04_ANTIGOUT PREPARATIONS,117.0,1251.43,645.2966666666667,858.475
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,12,122.0,1999-12-01,M04_ANTIGOUT PREPARATIONS,1517.58,101.0,1107.8233333333335,883.2166666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,1999,12,1562.43,1999-12-01,M04_ANTIGOUT PREPARATIONS,122.0,1326.26,585.5266666666666,881.5500000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,1,121.0,2000-01-01,M04_ANTIGOUT PREPARATIONS,1562.43,86.0,1067.3366666666668,856.3166666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,1,1549.95,2000-01-01,M04_ANTIGOUT PREPARATIONS,121.0,1102.7,601.8100000000001,854.8166666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,2,134.0,2000-02-01,M04_ANTIGOUT PREPARATIONS,1549.95,106.0,1077.7933333333333,831.66
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,2,1743.23,2000-02-01,M04_ANTIGOUT PREPARATIONS,134.0,1369.13,601.65,834.4933333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,3,150.0,2000-03-01,M04_ANTIGOUT PREPARATIONS,1743.23,132.0,1142.3933333333334,872.1016666666668
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,3,1879.47,2000-03-01,M04_ANTIGOUT PREPARATIONS,150.0,1713.83,675.7433333333333,876.7683333333334
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,4,179.0,2000-04-01,M04_ANTIGOUT PREPARATIONS,1879.47,130.0,1257.5666666666666,929.6083333333335
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,4,2261.69,2000-04-01,M04_ANTIGOUT PREPARATIONS,179.0,1688.89,736.1566666666668,939.2750000000001
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,5,244.0,2000-05-01,M04_ANTIGOUT PREPARATIONS,2261.69,117.0,1440.0533333333333,1057.8983333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,5,3194.72,2000-05-01,M04_ANTIGOUT PREPARATIONS,244.0,1517.58,894.8966666666666,1076.2316666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,6,260.0,2000-06-01,M04_ANTIGOUT PREPARATIONS,3194.72,122.0,1900.1366666666665,1318.1466666666665
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,6,4009.74,2000-06-01,M04_ANTIGOUT PREPARATIONS,260.0,1562.43,1232.9066666666665,1336.4799999999998
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,7,287.0,2000-07-01,M04_ANTIGOUT PREPARATIONS,4009.74,121.0,2488.153333333333,1691.5249999999999
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,7,4439.13,2000-07-01,M04_ANTIGOUT PREPARATIONS,287.0,1549.95,1518.9133333333332,1709.5249999999999
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,8,333.0,2000-08-01,M04_ANTIGOUT PREPARATIONS,4439.13,134.0,2911.9566666666665,2072.431666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,8,4809.71,2000-08-01,M04_ANTIGOUT PREPARATIONS,333.0,1743.23,1686.3766666666668,2087.265
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,9,407.0,2000-09-01,M04_ANTIGOUT PREPARATIONS,4809.71,150.0,3193.9466666666667,2356.43
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,9,5906.69,2000-09-01,M04_ANTIGOUT PREPARATIONS,407.0,1879.47,1849.9033333333334,2380.93
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,10,419.0,2000-10-01,M04_ANTIGOUT PREPARATIONS,5906.69,179.0,3707.7999999999997,2697.088333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,10,5930.17,2000-10-01,M04_ANTIGOUT PREPARATIONS,419.0,2261.69,2244.23,2719.088333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,11,453.0,2000-11-01,M04_ANTIGOUT PREPARATIONS,5930.17,244.0,4085.286666666667,2967.595
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,11,6510.68,2000-11-01,M04_ANTIGOUT PREPARATIONS,453.0,3194.72,2267.39,2987.595
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,12,404.0,2000-12-01,M04_ANTIGOUT PREPARATIONS,6510.68,260.0,4297.95,3271.09
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2000,12,5899.5,2000-12-01,M04_ANTIGOUT PREPARATIONS,404.0,4009.74,2455.8933333333334,3270.59
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,1,442.0,2001-01-01,M04_ANTIGOUT PREPARATIONS,5899.5,287.0,4271.393333333333,3269.3916666666664
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,1,6422.41,2001-01-01,M04_ANTIGOUT PREPARATIONS,442.0,4439.13,2248.5,3273.225
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,2,399.0,2001-02-01,M04_ANTIGOUT PREPARATIONS,6422.41,333.0,4254.636666666666,3355.265
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,2,6206.42,2001-02-01,M04_ANTIGOUT PREPARATIONS,399.0,4809.71,2421.1366666666668,3346.265
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,3,318.0,2001-03-01,M04_ANTIGOUT PREPARATIONS,6206.42,407.0,4342.61,3295.5550000000003
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,3,6025.58,2001-03-01,M04_ANTIGOUT PREPARATIONS,318.0,5906.69,2307.806666666667,3281.221666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,4,367.0,2001-04-01,M04_ANTIGOUT PREPARATIONS,6025.58,419.0,4183.333333333333,3302.235
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,4,6849.95,2001-04-01,M04_ANTIGOUT PREPARATIONS,367.0,5930.17,2236.86,3289.735
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,5,345.0,2001-05-01,M04_ANTIGOUT PREPARATIONS,6849.95,453.0,4414.176666666666,3360.991666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,5,6568.93,2001-05-01,M04_ANTIGOUT PREPARATIONS,345.0,6510.68,2520.65,3351.991666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,6,295.0,2001-06-01,M04_ANTIGOUT PREPARATIONS,6568.93,404.0,4587.96,3412.41
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,6,5694.77,2001-06-01,M04_ANTIGOUT PREPARATIONS,295.0,5899.5,2402.976666666667,3408.5766666666664
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,7,368.0,2001-07-01,M04_ANTIGOUT PREPARATIONS,5694.77,442.0,4186.233333333334,3353.441666666667
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,7,6909.5,2001-07-01,M04_ANTIGOUT PREPARATIONS,368.0,6422.41,2119.2566666666667,3353.6083333333336
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,8,414.0,2001-08-01,M04_ANTIGOUT PREPARATIONS,6909.5,399.0,4324.09,3363.5333333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,8,7606.62,2001-08-01,M04_ANTIGOUT PREPARATIONS,414.0,6206.42,2563.8333333333335,3375.0333333333333
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,9,399.0,2001-09-01,M04_ANTIGOUT PREPARATIONS,7606.62,318.0,4976.706666666666,3547.9816666666666
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,9,7276.09,2001-09-01,M04_ANTIGOUT PREPARATIONS,399.0,6025.58,2806.5399999999995,3565.315
GENERAL NON-SAFETY NET,M04,ANTIGOUT PREPARATIONS,2001,10,441.0,2001-10-01,M04_ANTIGOUT PREPARATIONS,7276.09,367.0,5093.903333333333,3828.8683333333333
